name                ;  RA_ICRS ;   DE_ICRS;    dist;  e_dist;     age;   e_age;     FeH;   e_FeH;      Av;    e_Av;      Nc; 
NGC_2266            ;  100.8286;   26.9731;    3114;      94;   9.021;   0.023;  -0.232;   0.040;   0.436;   0.061;     806; 
FSR_0893            ;   93.4762;   21.6108;    1957;     105;   8.588;   0.070;  -0.125;   0.047;   2.918;   0.106;     810; 
ASCC_85             ;  251.6975;  -45.5185;     847;       6;   8.267;   0.090;   0.056;   0.036;   0.747;   0.026;     778; 
UBC_245             ;  129.3148;  -45.2286;    1977;      74;   7.274;   0.086;   0.002;   0.033;   1.644;   0.062;     803; 
UBC_574             ;  282.3222;   -4.4007;    1411;      52;   8.615;   0.368;   0.157;   0.046;   2.699;   0.082;     757; 
UBC_395             ;  345.6054;   57.1708;    2200;     311;   7.487;   0.747;  -0.138;   0.030;   2.117;   0.408;     806; 
NGC_2311            ;  104.4755;   -4.6239;    1910;      40;   7.798;   0.193;  -0.045;   0.040;   1.186;   0.054;     810; 
UPK_220             ;  350.8805;   66.4522;     944;       9;   7.477;   0.290;   0.025;   0.097;   2.784;   0.052;     819; 
Gulliver_30         ;  313.6288;   45.9794;    2038;      90;   7.400;   0.054;   0.031;   0.039;   2.059;   0.048;     807; 
Gulliver_44         ;  127.2252;  -38.0670;    1178;      17;   8.788;   0.096;   0.031;   0.070;   1.471;   0.096;     813; 
Gulliver_53         ;   80.9948;   34.0056;    2142;      74;   7.776;   0.487;  -0.113;   0.029;   1.599;   0.088;     814; 
NGC_1582            ;   67.9688;   43.6975;     941;       8;   8.188;   0.150;  -0.096;   0.030;   1.278;   0.025;     820; 
NGC_2425            ;  114.5757;  -14.8854;    2933;     114;   9.495;   0.042;  -0.196;   0.076;   1.082;   0.078;     819; 
Ruprecht_119        ;  247.0378;  -51.5041;    1882;      40;   7.997;   0.160;   0.180;   0.050;   1.972;   0.083;     726; 
UBC_430             ;   71.4232;   41.5095;    3051;     104;   8.187;   0.317;  -0.220;   0.025;   1.570;   0.066;     822; 
NGC_3590            ;  168.2482;  -60.7877;    2259;     109;   7.151;   0.035;  -0.041;   0.071;   1.615;   0.032;     759; 
LP_1771             ;  307.3260;   44.6534;    2103;     130;   7.211;   0.109;  -0.029;   0.030;   3.170;   0.202;     817; 
UBC_104             ;  280.7011;   -6.2557;    2397;      89;   7.424;   0.464;   0.173;   0.024;   1.935;   0.085;     706; 
Gulliver_15         ;  272.6019;  -16.7210;    1765;      64;   7.267;   0.042;   0.151;   0.044;   2.600;   0.078;     787; 
Berkeley_89         ;  306.1197;   46.0436;    2843;     238;   9.277;   0.154;  -0.035;   0.061;   2.244;   0.167;     810; 
LP_2068             ;  283.9673;   -5.0920;    1831;      33;   8.270;   0.061;   0.130;   0.033;   2.170;   0.047;     756; 
NGC_6704            ;  282.6889;   -5.1984;    1894;      77;   7.526;   0.275;   0.196;   0.041;   2.628;   0.048;     733; 
Czernik_43          ;  351.4480;   61.3297;    2276;      62;   7.939;   0.344;  -0.094;   0.072;   2.054;   0.071;     820; 
NGC_2546            ;  123.0965;  -37.6366;     903;       5;   8.244;   0.030;   0.023;   0.036;   0.536;   0.039;     832; 
LP_0282             ;  265.2612;  -33.2701;    2596;     159;   6.834;   0.062;   0.139;   0.017;   4.580;   0.045;     723; 
LP_1809             ;  334.7117;   57.4260;    2596;     148;   8.338;   0.292;  -0.016;   0.055;   2.857;   0.078;     833; 
Ruprecht_34         ;  116.4748;  -20.3889;    2489;      58;   8.340;   0.131;  -0.095;   0.032;   1.104;   0.057;     845; 
UBC_664             ;  226.1141;  -60.8734;    2667;     155;   7.197;   0.073;   0.149;   0.071;   2.013;   0.050;     749; 
NGC_5715            ;  220.8744;  -57.5800;    1919;      59;   8.676;   0.104;   0.155;   0.033;   2.118;   0.071;     809; 
NGC_2547            ;  122.4891;  -49.1475;     384;       4;   7.551;   0.095;  -0.032;   0.076;   0.352;   0.132;     844; 
NGC_7039            ;  317.6554;   45.5859;     739;       6;   7.124;   0.037;  -0.031;   0.051;   0.517;   0.079;     813; 
Ruprecht_54         ;  122.8531;  -31.9433;    3839;     129;   8.153;   0.360;  -0.158;   0.038;   1.488;   0.123;     851; 
Trumpler_15         ;  161.1859;  -59.3719;    2296;     115;   6.906;   0.051;   0.013;   0.041;   1.637;   0.059;     828; 
UBC_518             ;  184.5524;  -62.9923;    3127;     113;   7.171;   0.052;   0.022;   0.046;   1.926;   0.030;     787; 
UBC_507             ;  162.6184;  -61.4403;    4478;     344;   7.259;   0.493;  -0.048;   0.053;   1.733;   0.073;     774; 
UBC_607             ;   47.7345;   50.2890;    3824;     264;   9.563;   0.185;  -0.234;   0.068;   2.042;   0.132;     864; 
NGC_2451A           ;  115.9537;  -38.2344;     192;       1;   7.716;   0.041;   0.045;   0.037;   0.073;   0.037;     849; 
Collinder_292       ;  237.4210;  -57.6019;    1747;      23;   7.941;   0.158;   0.185;   0.051;   1.574;   0.046;     733; 
NGC_6604            ;  274.5254;  -12.2434;    1935;      37;   6.809;   0.057;   0.103;   0.077;   2.881;   0.037;     786; 
NGC_7423            ;  343.7852;   57.0933;    3688;     125;   9.124;   0.042;  -0.186;   0.059;   2.111;   0.098;     850; 
FSR_0974            ;   98.1553;   12.5637;    2612;     245;   7.334;   0.559;  -0.175;   0.033;   1.828;   0.172;     863; 
UBC_36              ;   16.4461;   59.6334;    1752;      75;   8.679;   0.197;  -0.070;   0.043;   1.345;   0.100;     869; 
NGC_2818            ;  139.0406;  -36.6171;    2908;      93;   9.099;   0.031;  -0.097;   0.070;   0.535;   0.087;     869; 
UPK_470             ;  108.4108;  -19.5191;     982;       1;   7.972;   0.080;  -0.004;   0.032;   0.320;   0.055;     863; 
Czernik_21          ;   81.6830;   36.0138;    3576;     300;   8.950;   0.092;  -0.258;   0.044;   3.297;   0.098;     862; 
LP_1218             ;  273.9696;  -18.0920;    2190;     123;   7.912;   0.341;   0.185;   0.054;   3.090;   0.128;     836; 
Basel_1             ;  282.0312;   -5.8960;    1661;      43;   7.982;   0.356;   0.156;   0.011;   1.775;   0.084;     737; 
NGC_1662            ;   72.3564;   10.8520;     388;      14;   8.847;   0.083;  -0.170;   0.055;   1.159;   0.088;     877; 
NGC_2309            ;  104.0116;   -7.1805;    2116;      70;   8.293;   0.142;  -0.063;   0.048;   1.383;   0.058;     873; 
LP_1614             ;  241.5615;  -52.1413;    2121;      73;   7.804;   0.337;   0.152;   0.036;   3.276;   0.066;     845; 
Berkeley_97         ;  339.8527;   59.0013;    2601;     124;   7.176;   0.168;  -0.095;   0.026;   2.614;   0.042;     860; 
IC_4665             ;  266.6712;    5.5021;     310;      13;   8.309;   0.270;   0.112;   0.066;   0.510;   0.148;     869; 
Koposov_12          ;   90.2358;   35.2985;    2105;      66;   8.651;   0.122;  -0.101;   0.030;   1.852;   0.062;     874; 
Kronberger_52       ;  299.5339;   30.8817;    3852;     322;   8.780;   0.064;   0.038;   0.036;   3.009;   0.101;     796; 
Collinder_394       ;  283.0780;  -20.2138;     705;       2;   8.081;   0.091;   0.055;   0.049;   0.888;   0.049;     827; 
NGC_6811            ;  294.3895;   46.3864;    1107;       7;   9.003;   0.012;  -0.021;   0.025;   0.255;   0.042;     880; 
FSR_1315            ;  117.1723;  -26.9743;    3724;      86;   7.310;   0.224;  -0.181;   0.033;   1.488;   0.038;     862; 
FSR_0236            ;  308.1679;   41.4424;    1551;      52;   6.904;   0.081;   0.134;   0.072;   3.813;   0.154;     864; 
UPK_629             ;  255.2704;  -55.9960;    1820;     178;   8.054;   0.082;   0.031;   0.044;   1.688;   0.182;     820; 
UPK_640             ;  250.3211;  -39.5645;     175;       1;   7.386;   0.039;   0.145;   0.046;   0.321;   0.064;     829; 
Juchert_13          ;  180.4250;  -64.1005;    2765;     352;   9.103;   0.186;  -0.002;   0.091;   2.541;   0.251;     806; 
UBC_31              ;   61.0997;   32.8479;     315;      12;   7.321;   0.124;  -0.128;   0.062;   0.846;   0.093;     885;      
Berkeley_13         ;   73.9433;   52.8004;    3168;     270;   8.842;   0.067;  -0.245;   0.043;   2.394;   0.096;     880; 
UBC_337             ;  271.7345;  -24.6625;    1593;      45;   7.430;   0.177;   0.153;   0.021;   3.184;   0.056;     831; 
UBC_509             ;  164.0542;  -61.0944;    2810;      74;   7.472;   0.220;   0.040;   0.036;   1.100;   0.059;     810; 
UBC_637             ;  123.7457;  -22.1878;    4817;     225;   9.439;   0.050;  -0.077;   0.052;   0.140;   0.022;     885; 
Biurakan_2          ;  302.3034;   35.5033;    1727;      47;   6.907;   0.029;   0.027;   0.061;   1.420;   0.033;     850; 
Loden_372           ;  172.7549;  -58.4947;    1665;      41;   8.149;   0.105;   0.092;   0.058;   1.087;   0.060;     815; 
NGC_5168            ;  202.7902;  -60.9452;    2554;      86;   8.848;   0.051;   0.099;   0.049;   1.947;   0.096;     817; 
NGC_7790            ;  354.3582;   61.2169;    2853;      74;   7.457;   0.295;  -0.109;   0.048;   1.931;   0.033;     890; 
King_26             ;  292.2346;   14.8841;    2011;     141;   8.437;   0.617;   0.074;   0.035;   3.010;   0.089;     864; 
ASCC_97             ;  279.2937;  -19.1604;     561;       3;   8.070;   0.167;   0.075;   0.080;   1.508;   0.065;     758; 
Trumpler_3          ;   48.0210;   63.1954;     659;       4;   7.748;   0.113;   0.025;   0.054;   1.100;   0.052;     897; 
NGC_2571            ;  124.7314;  -29.7765;    1248;      23;   7.419;   0.166;  -0.038;   0.043;   0.435;   0.028;     887; 
UPK_431             ;  108.2852;   -2.7657;     716;       2;   8.000;   0.067;  -0.060;   0.044;   0.093;   0.024;     891; 
NGC_5662            ;  218.7550;  -56.6328;     749;       4;   8.074;   0.176;  -0.021;   0.034;   1.116;   0.047;     870; 
FSR_0282            ;  315.5675;   48.0919;    3153;     207;   8.595;   0.037;   0.008;   0.066;   4.121;   0.039;     886; 
NGC_5999            ;  238.0485;  -56.4836;    2294;      81;   8.213;   0.204;   0.135;   0.051;   1.944;   0.045;     805; 
BH_217              ;  259.0854;  -40.8234;    2495;     192;   7.056;   0.090;   0.156;   0.064;   3.606;   0.065;     858; 
FSR_0850            ;   86.2780;   24.7534;    1889;     101;   8.576;   0.217;  -0.099;   0.041;   1.714;   0.105;     915; 
NGC_6568            ;  273.2109;  -21.6117;    1019;       8;   8.891;   0.025;   0.151;   0.041;   0.828;   0.062;     834; 
UBC_535             ;  237.5239;  -56.7785;    2559;     170;   7.092;   0.116;   0.163;   0.048;   2.275;   0.036;     772; 
UBC_550             ;  252.6145;  -45.0655;    2151;      90;   7.235;   0.064;   0.137;   0.019;   2.759;   0.046;     899; 
NGC_6204            ;  251.5269;  -47.0291;    1129;      16;   8.013;   0.073;   0.070;   0.029;   1.523;   0.024;     855; 
UBC_162             ;  327.7942;   53.0065;    2044;      57;   7.730;   0.385;   0.005;   0.031;   1.948;   0.058;     909; 
LP_0782             ;  153.9768;  -59.0316;    3152;     111;   8.256;   0.177;   0.000;   0.037;   1.882;   0.111;     895; 
Basel_17            ;  167.6268;  -59.0820;    2118;      87;   7.913;   0.051;   0.016;   0.064;   0.781;   0.033;     841; 
NGC_2669            ;  131.6434;  -52.9315;    1110;       9;   8.114;   0.073;  -0.003;   0.034;   0.866;   0.060;     913; 
LP_866              ;  261.7528;  -39.4088;    2104;     171;   9.521;   0.154;   0.099;   0.047;   2.261;   0.159;     834; 
Roslund_5           ;  302.6360;   33.7857;     533;       1;   8.333;   0.138;   0.049;   0.015;   0.353;   0.023;     910; 
Ruprecht_23         ;  112.6667;  -23.3870;    2510;      57;   8.608;   0.217;  -0.111;   0.023;   2.048;   0.081;     934; 
BH_202              ;  253.7777;  -40.9481;    1570;      43;   8.706;   0.035;   0.171;   0.038;   1.997;   0.033;     883; 
UBC_448             ;  113.5211;   -8.0799;    2925;     145;   8.921;   0.109;  -0.189;   0.031;   0.380;   0.071;     931; 
UBC_601             ;   20.3264;   62.5082;    2869;      83;   7.127;   0.039;  -0.090;   0.052;   2.564;   0.085;     934; 
COIN-Gaia_6         ;   28.0833;   58.6380;    2901;     106;   8.774;   0.057;  -0.165;   0.024;   1.534;   0.062;     937; 
Collinder_277       ;  207.0576;  -66.0546;    1568;      27;   8.942;   0.031;   0.026;   0.042;   0.952;   0.063;     853; 
Czernik_23          ;   87.5131;   28.8948;    3226;      85;   8.481;   0.031;  -0.192;   0.029;   1.794;   0.024;     933; 
Pismis_18           ;  204.2269;  -62.0908;    2242;      97;   8.823;   0.053;   0.057;   0.041;   2.187;   0.072;     897; 
IC_1369             ;  318.0191;   47.7696;    2870;      99;   8.490;   0.229;  -0.009;   0.030;   2.563;   0.058;     923; 
Teutsch_35          ;  294.2069;   35.6896;     491;       0;   8.000;   0.000;  -0.010;   0.000;   0.031;   0.000;     903; 
Hogg_22             ;  251.6592;  -47.0786;    2416;     102;   6.945;   0.071;   0.064;   0.073;   2.169;   0.018;     872; 
NGC_1664            ;   72.7428;   43.6735;    1279;      13;   8.744;   0.039;  -0.005;   0.044;   0.923;   0.054;     947; 
NGC_2254            ;   98.9558;    7.6629;    2177;      71;   8.504;   0.229;  -0.117;   0.037;   1.637;   0.069;     947; 
UPK_4               ;  281.2975;  -23.7907;     770;       5;   8.487;   0.063;  -0.299;   0.083;   1.674;   0.083;     856; 
Mamajek_4           ;  276.3936;  -50.8305;     442;      10;   8.772;   0.041;  -0.006;   0.056;   0.335;   0.073;     941; 
LP_1540             ;  170.2306;  -59.3058;    2454;      76;   9.161;   0.026;  -0.008;   0.039;   0.814;   0.064;     874; 
UBC_466             ;  116.3842;  -27.2113;    4039;     335;   8.756;   0.077;  -0.215;   0.058;   1.756;   0.065;     951; 
NGC_7209            ;  331.1915;   46.5209;    1178;      17;   8.625;   0.095;   0.048;   0.064;   0.699;   0.089;     955; 
Haffner_13          ;  115.2647;  -30.0759;     551;       1;   7.541;   0.026;  -0.057;   0.032;   0.247;   0.029;     952; 
Ruprecht_41         ;  118.4387;  -26.9710;    3676;     158;   8.398;   0.352;  -0.114;   0.042;   1.298;   0.074;     938; 
ASCC_19             ;   82.0860;   -1.8923;     936;       0;   6.770;   0.000;  -0.406;   0.000;   7.386;   0.000;     979; 
COIN-Gaia_23        ;   87.4963;   27.0675;     910;       3;   8.329;   0.239;  -0.068;   0.031;   0.737;   0.057;     977; 
NGC_1980            ;   83.7873;   -5.9110;     379;       0;   6.976;   0.140;  -0.102;   0.066;   0.986;   0.868;     978; 
UBC_627             ;  119.9842;    1.4604;    2813;       0;   8.000;   0.000;  -0.172;   0.000;   0.010;   0.000;     981; 
NGC_3960            ;  177.6381;  -55.6779;    2098;      78;   8.975;   0.041;   0.021;   0.079;   1.098;   0.142;     955; 
UBC_626             ;  106.4730;   -2.3083;    4370;     507;   8.849;   0.058;  -0.167;   0.073;   1.170;   0.208;     969; 
UPK_545             ;  131.3057;  -58.3797;     321;       5;   8.174;   0.137;   0.043;   0.051;   0.188;   0.056;     970; 
FSR_1361            ;  117.6475;  -36.4012;    2190;     110;   8.740;   0.054;  -0.093;   0.054;   2.051;   0.115;     973; 
Roslund_6           ;  306.7021;   39.6764;     347;       4;   8.514;   0.102;   0.070;   0.016;   0.062;   0.006;     966; 
Ruprecht_18         ;  111.1584;  -26.2300;    2305;      70;   8.160;   0.198;  -0.053;   0.052;   2.127;   0.057;     977; 
Trumpler_13         ;  155.9492;  -60.1483;    4140;     177;   8.165;   0.111;  -0.008;   0.048;   1.693;   0.039;     890; 
UBC_424             ;   50.9981;   51.2684;    1957;      43;   8.693;   0.205;  -0.139;   0.040;   1.970;   0.074;     983; 
IC_1442             ;  333.9595;   53.9963;    2808;     112;   7.465;   0.087;  -0.082;   0.052;   1.547;   0.050;     963; 
LP_0313             ;  294.0458;   20.5487;    2294;     114;   7.131;   0.627;   0.155;   0.067;   3.566;   0.101;     971; 
LP_198              ;  112.1278;  -20.1067;    2840;      65;   8.441;   0.275;  -0.127;   0.038;   1.177;   0.060;     993; 
UBC_469             ;  116.5492;  -32.2370;    3565;     219;   7.117;   0.096;  -0.151;   0.100;   2.423;   0.057;     984; 
NGC_1977            ;   83.7765;   -4.7911;     386;       0;   6.856;   0.051;  -0.003;   0.061;   0.533;   0.140;    1000; 
UBC_354             ;  282.3447;   -4.4198;    1397;      44;   8.546;   0.402;   0.152;   0.041;   2.767;   0.077;     936; 
UBC_653             ;  160.1460;  -59.0073;    2156;      70;   7.263;   0.027;   0.007;   0.043;   1.197;   0.040;     968; 
UBC_429             ;   72.5697;   44.7611;    2412;     137;   8.832;   0.309;  -0.197;   0.068;   2.163;   0.132;     993; 
FSR_0306            ;  322.1427;   51.6875;    2340;      71;   7.109;   0.206;  -0.005;   0.042;   3.336;   0.068;     980; 
Alessi_6            ;  220.0055;  -66.0743;     859;       7;   8.624;   0.093;  -0.191;   0.044;   1.225;   0.085;     911; 
Berkeley_8          ;   30.3064;   75.4811;    3013;     101;   9.527;   0.074;  -0.175;   0.083;   2.209;   0.100;    1010; 
Berkeley_50         ;  302.4845;   34.9811;    3754;     273;   7.019;   0.035;  -0.016;   0.041;   2.893;   0.071;     974; 
UBC_450             ;  110.1304;  -19.3429;    2647;      76;   7.936;   0.158;  -0.130;   0.035;   1.078;   0.025;    1001; 
UBC_510             ;  163.2574;  -62.7101;    3948;     258;   7.265;   0.095;   0.044;   0.052;   1.718;   0.056;     938; 
Ruprecht_118        ;  246.1429;  -51.9545;    2510;      49;   7.644;   0.314;   0.261;   0.061;   1.540;   0.072;     846; 
UBC_270             ;  169.8047;  -59.5529;    2232;      80;   7.908;   0.171;   0.076;   0.039;   1.213;   0.045;     913; 
UPK_567             ;  161.7056;  -67.2987;     633;       2;   8.659;   0.140;  -0.054;   0.074;   0.690;   0.160;     967; 
FSR_0342            ;  331.9426;   53.1119;    2468;     142;   8.981;   0.062;  -0.074;   0.060;   1.666;   0.083;    1003; 
UBC_178             ;  346.2013;   63.3254;     827;       5;   6.920;   0.046;  -0.047;   0.070;   2.114;   0.034;    1027; 
UBC_251             ;  140.4339;  -51.2188;    1792;      20;   7.881;   0.115;   0.147;   0.062;   1.550;   0.047;     991; 
NGC_6823            ;  295.7824;   23.3284;    1981;      57;   6.838;   0.032;   0.025;   0.053;   2.595;   0.077;    1019; 
NGC_7762            ;  357.3992;   68.0458;     931;      14;   9.206;   0.024;  -0.052;   0.051;   2.543;   0.040;    1032; 
Alessi_8            ;  232.5152;  -51.2035;     650;       3;   8.320;   0.067;  -0.051;   0.054;   0.335;   0.046;     883; 
NGC_2489            ;  119.0574;  -30.0654;    1778;      55;   8.565;   0.095;   0.051;   0.070;   1.514;   0.050;    1022; 
LP_0665             ;  108.7018;  -26.2456;    3331;     163;   9.056;   0.054;  -0.068;   0.058;   1.333;   0.100;    1026; 
ASCC_114            ;  324.9969;   53.9725;     900;       6;   8.103;   0.089;   0.059;   0.055;   1.208;   0.091;    1003; 
UBC_384             ;  328.7057;   52.8251;    2385;      57;   7.707;   0.113;   0.039;   0.023;   1.726;   0.032;    1014; 
UBC_615             ;  104.8662;   33.0989;    2624;     309;   9.527;   0.087;  -0.184;   0.039;   0.207;   0.014;    1034; 
NGC_6735            ;  285.1526;   -0.5146;    1953;      64;   8.382;   0.388;   0.144;   0.035;   2.338;   0.102;     956; 
UBC_646             ;  124.1460;  -34.0277;    5145;     296;   7.602;   0.245;  -0.215;   0.069;   1.126;   0.031;    1016; 
ASCC_71             ;  185.0383;  -67.4613;    1236;      23;   8.071;   0.045;  -0.069;   0.079;   1.001;   0.065;     954; 
NGC_2383            ;  111.1719;  -20.9512;    2822;      82;   8.451;   0.067;  -0.144;   0.037;   1.087;   0.027;    1030; 
Teutsch_12          ;   96.4397;   13.6167;    3516;     109;   8.877;   0.054;  -0.204;   0.047;   2.159;   0.083;    1045; 
Gulliver_7          ;  141.7466;  -55.1287;    5407;     247;   8.516;   0.047;  -0.165;   0.059;   1.972;   0.050;     985; 
UPK_599             ;  205.8250;  -38.6717;     596;      16;   8.363;   0.043;  -0.048;   0.024;   0.047;   0.044;    1054; 
Ruprecht_138        ;  269.9832;  -24.6626;    2228;      73;   7.140;   0.027;   0.153;   0.045;   2.372;   0.055;    1005; 
LP_0506             ;  310.3886;   46.1323;    2185;      80;   7.129;   0.050;  -0.006;   0.049;   2.299;   0.080;    1048; 
ASCC_6              ;   26.8809;   57.7251;    1545;      32;   8.131;   0.201;  -0.229;   0.007;   0.980;   0.076;    1051; 
NGC_1513            ;   62.4583;   49.5031;    1352;      19;   8.230;   0.186;  -0.004;   0.040;   2.228;   0.045;    1066; 
NGC_4439            ;  187.1215;  -60.1015;    1780;      56;   7.723;   0.055;   0.055;   0.070;   1.234;   0.032;     989; 
NGC_6318            ;  259.0451;  -39.4276;    2091;      62;   7.120;   0.018;   0.156;   0.043;   3.660;   0.065;     983; 
Teutsch_84          ;  256.0905;  -42.0681;    2646;     116;   8.847;   0.019;   0.155;   0.029;   4.032;   0.026;    1039; 
Berkeley_44         ;  289.3052;   19.5568;    2751;     177;   9.113;   0.076;   0.039;   0.076;   3.420;   0.103;    1041; 
Collinder_106       ;   99.1983;    5.9127;    1412;      39;   7.211;   0.078;  -0.005;   0.082;   0.945;   0.061;    1065; 
NGC_6400            ;  265.0718;  -36.9542;    1166;      16;   8.029;   0.140;   0.166;   0.019;   1.647;   0.040;     974; 
BH_87               ;  151.1534;  -55.3638;    2041;      84;   7.389;   0.193;   0.027;   0.054;   1.942;   0.046;    1060; 
Gulliver_23         ;  304.2538;   38.0553;    3080;     270;   8.725;   0.639;   0.033;   0.052;   2.557;   0.146;    1032; 
NGC_2627            ;  129.3061;  -29.9566;    1704;      23;   9.419;   0.026;  -0.048;   0.036;   0.132;   0.021;    1076; 
UBC_578             ;  301.5938;   33.0152;    3406;     366;   6.991;   0.075;   0.006;   0.053;   2.647;   0.088;    1018; 
Collinder_115       ;  101.6642;    1.7718;    1852;      60;   8.149;   0.109;  -0.088;   0.055;   1.153;   0.056;    1083; 
Czernik_24          ;   88.8341;   20.8685;    3012;     104;   9.470;   0.206;  -0.241;   0.055;   2.059;   0.174;    1078; 
LP_0201             ;  118.9571;  -29.4691;    3408;     196;   7.313;   0.114;  -0.142;   0.051;   2.320;   0.039;    1072; 
Alessi_5            ;  160.7512;  -61.1397;     393;       2;   7.513;   0.068;  -0.187;   0.130;   0.786;   0.172;    1010; 
Berkeley_15         ;   75.4981;   44.5009;    2140;     118;   7.468;   0.288;  -0.138;   0.029;   2.856;   0.071;    1095; 
NGC_2396            ;  111.9972;  -11.7174;    1375;      27;   8.202;   0.055;  -0.129;   0.036;   0.569;   0.031;    1081; 
NGC_6709            ;  282.8393;   10.3438;    1043;       6;   8.197;   0.049;   0.047;   0.021;   1.082;   0.023;    1004; 
UBC_432             ;   79.0310;   39.5380;    2713;      63;   7.889;   0.163;  -0.111;   0.020;   1.962;   0.034;    1096; 
Dolidze_32          ;  280.2556;   -4.0515;    1915;      61;   7.136;   0.065;   0.125;   0.044;   3.107;   0.026;    1051; 
LP_1235             ;  281.8319;   -5.2673;    1795;     101;   7.398;   0.649;   0.124;   0.052;   2.389;   0.105;     970; 
BH_164              ;  222.1841;  -66.3594;     399;       7;   7.769;   0.052;  -0.003;   0.021;   0.422;   0.050;    1018; 
NGC_1528            ;   63.8535;   51.2424;     986;       8;   8.540;   0.106;   0.007;   0.040;   1.149;   0.036;    1104; 
UBC_241             ;  127.0786;  -31.0129;    3980;     188;   8.596;   0.125;  -0.159;   0.048;   0.673;   0.082;    1092; 
NGC_7243            ;  333.7764;   49.8370;     864;       5;   8.130;   0.084;  -0.004;   0.037;   0.803;   0.042;    1089; 
LP_321              ;  296.3875;   21.1551;    1944;     100;   8.872;   0.024;   0.041;   0.027;   3.190;   0.028;    1063; 
UBC_68              ;   91.1736;   36.7818;    1920;      50;   8.080;   0.133;  -0.131;   0.034;   1.219;   0.049;    1111; 
ASCC_67             ;  175.2573;  -60.9841;    1878;      51;   7.933;   0.054;   0.122;   0.062;   0.826;   0.032;    1022; 
NGC_1193            ;   46.4869;   44.3806;    5440;     155;   9.648;   0.061;  -0.283;   0.046;   0.720;   0.057;    1085; 
UBC_293             ;  202.7239;  -61.7902;    2605;      72;   7.384;   0.050;   0.124;   0.046;   2.041;   0.044;    1043; 
Collinder_271       ;  202.4716;  -64.1926;    2380;      63;   7.438;   0.026;   0.124;   0.047;   1.436;   0.041;     897; 
Trumpler_17         ;  164.1185;  -59.2197;    2274;      40;   7.398;   0.056;   0.040;   0.053;   2.077;   0.025;    1075; 
UBC_121             ;  288.8945;   12.8595;    1557;      49;   7.256;   0.093;   0.074;   0.068;   2.935;   0.068;    1104; 
Berkeley_12         ;   71.1011;   42.6868;    3884;     383;   9.207;   0.131;  -0.256;   0.048;   2.824;   0.114;    1113; 
UBC_488             ;  139.7708;  -53.5649;    4548;     170;   8.602;   0.103;  -0.068;   0.039;   1.950;   0.098;    1085; 
Ruprecht_170        ;  276.3262;   -9.9757;    1934;      64;   7.138;   0.049;   0.094;   0.044;   2.571;   0.048;    1041; 
FSR_0154            ;  297.0136;   23.3626;    3155;     325;   8.327;   0.699;   0.134;   0.111;   3.856;   0.112;    1076; 
UFMG_38             ;  241.5052;  -52.6903;    2517;     243;   8.499;   0.740;   0.173;   0.036;   4.266;   0.089;    1079; 
Dias_5              ;  274.3605;  -19.6916;    1264;      18;   6.715;   0.153;   0.064;   0.056;   1.537;   0.528;    1085; 
NGC_6561            ;  272.6874;  -16.7403;    1424;      24;   7.147;   0.048;   0.058;   0.071;   1.477;   0.026;    1097; 
NGC_6827            ;  297.2202;   21.2130;    5957;     465;   8.887;   0.034;   0.077;   0.073;   2.652;   0.054;    1045; 
Haffner_6           ;  109.9982;  -13.1523;    4106;     188;   8.633;   0.120;  -0.219;   0.026;   2.079;   0.079;    1123; 
ASCC_16             ;   81.2316;    1.6235;     342;       1;   7.301;   0.072;   0.180;   0.019;   0.038;   0.053;    1138; 
UPK_495             ;  105.9609;  -40.8364;     611;      18;   8.987;   0.086;  -0.201;   0.039;   0.257;   0.109;    1131; 
Ruprecht_68         ;  131.1504;  -35.9056;    2710;      36;   9.244;   0.032;  -0.102;   0.046;   1.415;   0.056;    1130; 
IC_5146             ;  328.3681;   47.2434;     766;       3;   7.109;   0.176;  -0.051;   0.052;   3.809;   0.586;    1120; 
King_18             ;  343.0382;   58.3019;    2501;      79;   8.404;   0.049;  -0.090;   0.027;   2.096;   0.063;    1130; 
NGC_1798            ;   77.9120;   47.6923;    4273;     164;   9.122;   0.029;  -0.305;   0.028;   1.833;   0.069;    1140; 
UBC_671             ;  253.9726;  -43.2081;    2040;      99;   7.257;   0.075;   0.171;   0.051;   2.772;   0.079;    1112; 
Teutsch_74          ;  326.4321;   58.0999;    4814;     472;   8.993;   0.108;  -0.150;   0.071;   3.162;   0.124;    1139; 
Berkeley_14         ;   74.9344;   43.4877;    4386;     242;   9.447;   0.028;  -0.300;   0.047;   1.776;   0.033;    1137; 
NGC_1960            ;   84.0843;   34.1310;    1119;      11;   7.451;   0.032;  -0.026;   0.028;   0.904;   0.024;    1148; 
Alessi_12           ;  310.8453;   23.9330;     534;       0;   8.369;   0.114;   0.003;   0.019;   0.272;   0.035;    1145;      
UPK_442             ;   98.8446;  -11.7974;     610;      14;   8.251;   0.174;  -0.078;   0.021;   0.365;   0.040;    1145; 
UBC_155             ;  318.4385;   50.1280;    1510;      45;   7.347;   0.256;   0.059;   0.094;   3.433;   0.116;    1147; 
UBC_299             ;  219.6820;  -62.1570;    2790;      96;   7.232;   0.087;   0.127;   0.028;   2.576;   0.018;    1011; 
LP_2000             ;  319.0494;   57.4778;    1313;      16;   8.157;   0.083;   0.154;   0.045;   1.783;   0.036;    1161; 
